TIME	H	V	T	P
1.700000e+002	-1.250660e+003	-1.258430e+003	2.949549e+000	9.612174e-005
1.720000e+002	-1.250660e+003	-1.258842e+003	3.105983e+000	9.612174e-005
1.740000e+002	-1.250660e+003	-1.258562e+003	2.999708e+000	9.612174e-005
1.760000e+002	-1.250660e+003	-1.258750e+003	3.070968e+000	9.612174e-005
1.780000e+002	-1.250660e+003	-1.257811e+003	2.714561e+000	9.612174e-005
1.800000e+002	-1.250660e+003	-1.257766e+003	2.697647e+000	9.612174e-005
1.820000e+002	-1.250660e+003	-1.258282e+003	2.893405e+000	9.612174e-005
1.840000e+002	-1.250660e+003	-1.258800e+003	3.090268e+000	9.612174e-005
1.860000e+002	-1.250660e+003	-1.257796e+003	2.709062e+000	9.612174e-005
1.880000e+002	-1.250660e+003	-1.258591e+003	3.010727e+000	9.612174e-005
1.900000e+002	-1.250660e+003	-1.258081e+003	2.817213e+000	9.612174e-005
1.920000e+002	-1.250660e+003	-1.258829e+003	3.101095e+000	9.612174e-005
1.940000e+002	-1.250660e+003	-1.258999e+003	3.165745e+000	9.612174e-005
1.960000e+002	-1.250660e+003	-1.259033e+003	3.178678e+000	9.612174e-005
1.980000e+002	-1.250660e+003	-1.258339e+003	2.915038e+000	9.612174e-005
2.000000e+002	-1.250660e+003	-1.259116e+003	3.210057e+000	9.612174e-005
