20.926988	-28.877326	17.240006
1.439228	4.896515	6.081979
38.583115	-15.127725	7.479698
15.403006	-2.775577	-9.727795
-33.062942	-29.345037	1.224463
35.387371	13.771458	-12.862486
-18.373171	34.561147	-23.518291
-14.786687	-12.102881	3.119897
13.808950	6.127305	15.990969
-19.095133	22.416265	12.156289
-17.290692	-33.021096	-22.022592
-8.022667	9.730322	16.199041
14.047023	15.499676	6.659648
-14.710926	-27.400836	9.407813
25.112016	6.550854	18.384399
-12.531084	18.589247	-17.643510
21.581020	-17.268960	-18.884707
-11.062682	9.062002	8.857452
10.120933	18.220522	8.260166
12.719413	-12.721597	22.546549
-27.594159	9.201118	5.069550
-3.274721	-37.296485	5.171612
-20.701340	1.739154	10.981021
19.530001	16.807760	-7.021121
-17.202502	-33.201606	14.899422
14.962347	33.057985	-18.511984
-19.213517	6.375803	5.620216
-7.517230	10.273122	11.156072
17.733659	-2.281131	-17.985869
34.486570	12.057047	12.428802
14.185353	18.386546	-24.292431
-9.023207	-23.387966	-10.675732
10.444621	-9.293386	-31.708013
-16.333699	8.163702	11.452901
-24.426975	-30.725427	-13.492633
-14.006415	-11.097527	5.156205
18.659090	20.585225	0.254952
12.863685	3.481912	5.038304
8.004324	10.098274	-13.049273
5.400568	-16.615956	9.909197
21.795398	18.789754	27.602399
-16.012137	8.291002	-5.710637
-14.451850	9.918781	3.867121
-15.347857	12.702008	28.538927
32.643127	-17.518022	-3.553270
29.563160	-4.143451	-31.425976
-3.363621	1.224318	8.465031
-8.706316	-8.223033	-27.622610
16.081765	9.121758	-18.775884
-15.675664	6.324183	-13.977106
-7.700455	11.650383	-0.627578
7.214688	-8.636816	-12.604189
6.300460	6.021262	-9.425522
-7.089137	4.766210	-10.919189
-30.678366	15.283771	-10.440027
-5.299103	22.229242	-17.187698
-23.254001	-11.702045	27.956138
24.891224	15.524340	33.530721
7.871821	-10.791508	10.828893
-19.284178	8.073318	4.849983
6.761543	-10.058217	-18.676496
9.440263	-29.354874	15.212711
12.640271	15.829808	-12.367643
-4.218539	24.066824	12.608429
17.065544	15.664661	-4.023325
1.897787	-1.539399	-24.981350
-9.147834	21.519182	9.385176
-33.097278	-23.766410	-26.138380
-28.004543	17.756048	14.326560
-4.627593	-12.918657	-6.684443
-4.182679	-17.097681	-11.222613
16.435538	-25.984125	-25.704833
2.688573	24.785726	-6.740044
35.379752	-26.116158	-7.586956
15.599092	10.890330	-17.771116
18.869132	16.919703	20.694278
21.705377	-15.842971	25.565250
-2.048953	-20.590634	-17.642810
-3.925977	18.068613	-11.303460
-6.285177	6.220846	-30.729404
10.924706	20.884096	-27.084775
-3.911415	-20.171336	-21.930046
-11.015923	10.300694	8.993573
-18.241939	-10.056211	4.998604
-14.444109	6.490540	5.773538
-11.463946	-9.626826	-21.226971
-1.772800	15.459719	16.052043
10.759706	31.993088	9.283771
-25.615788	-14.937587	-12.262346
-12.121939	-3.746492	26.590196
-14.971606	-10.984876	8.034766
8.878820	25.849017	27.370485
-10.622698	-16.592742	17.996343
9.086182	-4.554433	26.990622
14.406362	-22.680824	-7.938679
-10.484577	22.069999	14.613702
13.848870	2.955501	8.153069
-16.704781	-29.228092	22.548865
-2.693366	-3.230662	-24.955877
-17.206661	-0.838371	16.700679
-6.265430	-3.979439	-17.496428
-4.468935	18.004947	-24.982565
-19.967295	10.678639	-8.345421
13.983938	13.411223	2.056428
12.055865	-10.707623	23.184293
-15.187764	-17.549658	9.490894
-9.536473	-16.547786	-17.757059
15.369440	-18.716720	17.154010
-24.400005	-6.216892	-8.552981
8.852082	-12.107378	3.610674
-26.245378	-18.285210	21.728838
-4.088386	27.686503	12.817441
17.071460	7.767747	-15.541986
-19.828115	7.934597	10.569742
-13.045469	10.914724	18.886812
24.467601	-22.783239	2.039607
1.980628	-14.067448	18.406344
-16.672149	-12.197938	19.753616
-10.301645	-4.757952	-23.043142
24.540274	-1.830579	11.459963
-20.018810	-23.050621	7.573663
4.405114	4.442543	-25.648505
13.171670	-11.991700	21.872907
-14.273337	30.294679	4.987489
15.747328	-14.844871	26.072928
-11.167958	-29.930160	-7.661436
13.350456	25.891580	35.867312
-16.552138	-28.898014	0.751338
7.751327	-14.996648	11.454185
17.232666	-23.025916	6.684479
18.290576	13.035034	13.076892
-7.114803	23.450069	-5.395448
-10.511856	37.844619	-20.535322
-8.094722	9.335658	10.204731
8.402079	-5.915490	5.277757
24.224691	24.723735	-20.830178
15.443478	-7.713259	-12.692754
-28.126975	-18.143076	-22.127899
-8.411036	-4.798878	25.005306
-11.731354	38.836629	16.013674
-14.378343	-18.478947	20.185870
21.115058	-27.096721	-23.651326
-37.816083	-9.308557	-11.392074
13.303122	-17.316192	17.328708
13.856727	-2.142493	-3.247657
19.472033	-4.716737	20.753683
15.882490	22.062096	14.025911
-17.089080	-14.954831	14.597571
17.488175	-24.506674	-7.852168
10.581923	20.770982	-5.968991
-15.721193	20.755031	-19.867371
13.395229	-11.584653	13.239157
19.330337	7.506891	14.491578
-23.153026	-15.499104	-22.181829
18.741596	8.251962	17.236226
7.914427	-14.242013	-15.047913
7.860971	6.441435	-31.522433
-9.388238	-8.986171	10.702340
-15.543980	-18.313627	5.234746
4.555646	-4.604618	24.264713
16.170736	-9.150788	22.717062
-12.073852	2.493618	-9.380804
4.360078	-30.391427	-6.623552
-1.244177	-19.964493	-12.685647
25.815643	25.719716	-28.993828
16.669639	-10.102320	4.029677
9.354370	-11.787735	-23.028089
9.294487	11.182692	8.061592
-20.267608	5.582643	10.614401
-19.991420	19.916834	-9.601647
-20.476572	-9.784705	-22.970074
19.908272	12.734741	6.604367
-15.757522	-37.015514	2.915505
-8.741897	-20.941625	17.532097
11.213076	5.008300	-21.816461
-11.583751	21.608083	-10.948269
13.666552	11.100130	15.704182
30.356494	16.287664	4.895160
-16.465654	-15.706834	-12.524577
23.973820	17.436185	-16.334180
-16.552815	14.298821	-10.771914
17.270013	6.594929	41.106248
-6.645510	-15.196455	16.978783
-14.823628	25.475264	-19.052531
25.149642	-28.116762	20.097823
-18.407584	-33.862301	3.474137
7.961954	39.358901	21.859923
4.706715	4.682221	-10.912421
21.728334	-37.701698	32.082500
-13.118695	-6.186091	-9.256936
-11.854943	16.602725	9.020575
16.317684	14.629917	-17.219985
-31.560159	33.214823	-13.776896
7.014067	-13.106888	-21.563929
17.156716	10.452188	6.872177
5.133431	19.304914	6.027808
-36.412276	18.254952	-22.228516
6.053177	-11.305925	4.987489
-27.753290	23.931072	-10.835819
22.155772	14.524326	-14.786534
-15.470415	8.042029	-4.247556
-21.304820	3.020965	-26.046394
16.142453	-6.422635	-6.276038
